AAA^Anaa Airport (Anaa)
AYQ^Ayers Rock Connellan Airport (Yulara)
AYT^Antalya International Airport (Antalya)
AYX^Teniente General Gerardo Pérez Pinedo Airport (Atalaya)
AZA^Mesa Gateway Airport (Mesa)
AZD^Shahid Sadooghi Airport (Yazd)
AZI^Al Bateen Executive Airport (Abu Dhabi)
AZN^Andijan International Airport (Andijan)
AZO^Kalamazoo/Battle Creek International Airport (Kalamazoo)
AZR^Touat-Cheikh Sidi Mohamed Belkebir Airport (Adrar)
AZS^Samaná El Catey International Airport (Samana)
BAB^Beale Air Force Base (Beale Air Force Base)
BAD^Barksdale Air Force Base (Bossier City)
BAF^Westfield-Barnes Regional Airport (Westfield)
BAG^Loakan Airport (Baguio)
BAH^Bahrain International Airport (Manama)
BAI^Buenos Aires Airport (Punta Arenas)
BAL^Batman Airport (Batman)
BAQ^Ernesto Cortissoz International Airport (Barranquilla)
BAR^Qionghai Bo'ao Airport (Qionghai (Basuo))
BAT^Chafei Amsei Airport (Barretos)
BAV^Baotou Donghe International Airport (Baotou)
BAX^Barnaul Gherman Titov International Airport (Barnaul)
BAY^Maramureș International Airport (Tăuții-Măgherăuș)
BBA^Balmaceda Airport (Balmaceda)
BBD^Curtis Field (Brady)
BBI^Biju Patnaik International Airport (Bhubaneswar)
BBK^Kasane International Airport (Kasane)
BBM^Battambang Airport (Battambang)
BBN^Bario Airport (Bario)
BBO^Berbera Airport (Berbera)
BBQ^Burton-Nibbs International Airport (Codrington)
BBT^Berbérati Airport (Berbérati)
BBU^Bucharest Băneasa Aurel Vlaicu International Airport (Bucharest)
BCA^Gustavo Rizo Airport (Baracoa)
BCD^Bacolod-Silay International Airport (Bacolod City)
BCE^Bryce Canyon Airport (Bryce Canyon)
BCH^Baucau Airport (Baucau)
BCI^Barcaldine Airport (Barcaldine)
BCL^Barra del Colorado Airport (Pococi)
BCM^Bacău George Enescu International  Airport (Bacău)
BCN^Josep Tarradellas Barcelona-El Prat Airport (Barcelona)
BCO^Jinka Airport (Jinka)
BCQ^Brak Airport (Brak)
BCT^Boca Raton Airport (Boca Raton)
BCU^Sir Abubakar Tafawa Balewa Bauchi State International Airport (Bauchi)
BCW^Benguera Island Airport (Benguera Island)
BDA^L.F. Wade International Airport (Hamilton)
BDB^Bundaberg Airport (Bundaberg)
BDE^Baudette International Airport (Baudette)
BDH^Bandar Lengeh International Airport (Bandar Lengeh)
BDJ^Syamsudin Noor International Airport (Banjarbaru)
BDL^Bradley International Airport (Hartford)
BDM^Bandırma Airport (Bandırma)
BDO^Husein Sastranegara International Airport (Bandung)
BDQ^Vadodara International Airport (Vadodara)
BDR^Igor I Sikorsky Memorial Airport (Bridgeport)
BDS^Brindisi Airport (Brindisi)
BDT^Gbadolite Airport (Gbadolite)
BDU^Bardufoss Airport (Målselv)
BEB^Benbecula Airport (Balivanich)
BED^Laurence G Hanscom Field (Bedford)
BEF^Bluefields Airport (Bluefields)
BEG^Belgrade Nikola Tesla Airport (Belgrade)
BEJ^Kalimarau Airport (Tanjung Redeb - Borneo Island)
BEK^Bareilly Air Force Station (Bareilly)
BEL^Val de Cans/Júlio Cezar Ribeiro International Airport (Belém)
BEM^Beni Mellal Airport (Oulad Yaich)
BEN^Benina International Airport (Benina)
BEP^Bellary Airport (Bellary)
BER^Berlin Brandenburg Airport (Berlin)
BES^Brest Bretagne airport (Brest)
BET^Bethel Airport (Bethel)
BEU^Bedourie Airport (Bedourie)
BEW^Beira International Airport (Beira)
BEY^Beirut Rafic Hariri International Airport (Beirut)
BFD^Bradford Regional Airport (Bradford)
BFE^Bielefeld Airport (Bielefeld)
BFF^Western Neb. Rgnl/William B. Heilig Airport (Scottsbluff)
BFH^Bacacheri Airport (Curitiba)
BFI^King County International Airport - Boeing Field (Seattle)
BFJ^Bijie Feixiong Airport (Bijie)
BFK^Buckley Space Force Base (Aurora)
BFL^Meadows Field (Bakersfield)
BFM^Mobile Downtown Airport (Mobile)
BFN^Bram Fischer International Airport (Bloemfontein)
BFO^Buffalo Range Airport (Chiredzi)
BFP^Beaver County Airport (Beaver Falls)
BFS^Belfast International Airport (Belfast)
BFU^Bengbu Renheji Airport (Bengbu)
BFV^Buri Ram Airport (Buriram)
BFX^Bafoussam Airport (Bafoussam)
BFY^Bengbu Tenghu Airport (Bengbu)
BGA^Palonegro Airport (Bucaramanga)
BGC^Bragança Airport (Bragança)
BGF^Bangui M'Poko International Airport (Bangui)
BGI^Grantley Adams International Airport (Bridgetown)
BGM^Greater Binghamton/Edwin A Link field (Binghamton)
BGN^Belaya Gora Airport (Belaya Gora)
BGR^Bangor International Airport (Bangor)
BGW^Baghdad International Airport / New Al Muthana Air Base (Baghdad)
BGX^Comandante Gustavo Kraemer Airport (Bagé)
BGY^Il Caravaggio International Airport (Orio al Serio (BG))
BHB^Hancock County-Bar Harbor Airport (Bar Harbor)
BHD^George Best Belfast City Airport (Belfast)
BHE^Woodbourne Airport (Blenheim)
BHH^Bisha Airport (Bisha)
BHI^Comandante Espora Airport (Bahía Blanca)
BHJ^Bhuj Airport (Bhuj)
BHK^Bukhara International Airport (Bukhara)
BHM^Birmingham-Shuttlesworth International Airport (Birmingham)
BHO^Raja Bhoj International Airport (Bhopal)
BHQ^Broken Hill Airport (Broken Hill)
BHS^Bathurst Airport (Bathurst)
BHU^Bhavnagar Airport (Bhavnagar)
BHV^Bahawalpur Airport (Bahawalpur)
BHY^Beihai Fucheng Airport (Beihai)
BIA^Bastia-Poretta International airport (Bastia)
BIF^Biggs Army Air Field (Fort Bliss) (Fort Bliss/El Paso)
BIG^Allen Army Airfield (Delta Junction Ft Greely)
BIH^Eastern Sierra Regional Airport (Bishop)
BIK^Frans Kaisiepo Airport (Biak)
BIL^Billings Logan International Airport (Billings)
BIM^South Bimini Airport (South Bimini)
BIO^Bilbao Airport (Bilbao)
BIQ^Biarritz Pays Basque airport (Biarritz)
BIR^Biratnagar Airport (Biratnagar)
BIS^Bismarck Municipal Airport (Bismarck)
BIU^Bildudalur Airport (Bildudalur)
BIX^Keesler Air Force Base (Biloxi)
BIY^Bisho Airport (Bisho)
BJA^Soummam–Abane Ramdane Airport (Béjaïa)
BJB^Bojnord Airport (Bojnord)
BJC^Rocky Mountain Metropolitan Airport (Denver)
BJF^Båtsfjord Airport (Båtsfjord)
BJI^Bemidji Regional Airport (Bemidji)
BJL^Banjul International Airport (Banjul (Yundum))
BJM^Bujumbura Melchior Ndadaye International Airport (Bujumbura)
BJO^Bermejo Airport (Bermejo)
BJR^Bahir Dar Airport (Bahir Dar)
BJV^Milas Bodrum International Airport (Bodrum)
BJX^Guanajuato International Airport (Silao)
BJY^Batajnica Air Base (Zemun)
BJZ^Badajoz Airport (Badajoz)
BKA^Baykit Airport (Baykit)
BKB^Nal Airport (Bikaner)
BKE^Baker City Municipal Airport (Baker City)
BKG^Branson Airport (Branson)
BKH^Barking Sands Airport (Kekaha)
BKI^Kota Kinabalu International Airport (Kota Kinabalu)
BKK^Suvarnabhumi Airport (Bangkok)
BKL^Burke Lakefront Airport (Cleveland)
BKN^Balkanabat International Airport (Balkanabat)
BKO^Modibo Keita International Airport (Bamako)
BKQ^Blackall Airport (Blackall)
BKS^Fatmawati Soekarno Airport (Bengkulu)
BKW^Raleigh County Memorial Airport (Beaver)
BKY^Bukavu Kavumu Airport (Kamakombe)
BLA^General José Antonio Anzoategui International Airport (Barcelona)
BLD^Boulder City Municipal Airport (Boulder City)
BLE^Dala Airport (Borlange)
BLF^Mercer County Airport (Bluefield)
BLH^Blythe Airport (Blythe)
BLI^Bellingham International Airport (Bellingham)
BLJ^Batna Mostefa Ben Boulaid Airport (Batna)
BLK^Blackpool Airport (Blackpool)
BLL^Billund Airport (Billund)
BLN^Benalla Airport (Benalla)
BLQ^Bologna Guglielmo Marconi Airport (Bologna)
BLR^Kempegowda International Airport Bengaluru (Bengaluru)
BLT^Blackwater Airport ()
BLV^Scott AFB/Midamerica Airport (Belleville)
BLZ^Chileka International Airport (Blantyre)
BMA^Stockholm-Bromma Airport (Stockholm)
BME^Broome International Airport (Broome)
BMG^Monroe County Airport (Bloomington)
BMI^Central Illinois Regional Airport at Bloomington-Normal (Bloomington/Normal)
BMM^Bitam Airport (Bitam)
BMU^Sultan Muhammad Salahuddin Airport (Bima)
BMV^Buon Ma Thuot Airport (Buon Ma Thuot)
BMW^Bordj Badji Mokhtar Airport (Bordj Badji Mokhtar)
BNA^Nashville International Airport (Nashville)
BND^Bandar Abbas International Airport (Bandar Abbas)
BNE^Brisbane International Airport (Brisbane)
BNI^Benin Airport (Benin)
BNK^Ballina Byron Gateway Airport (Ballina)
BNO^Burns Municipal Airport (Burns)
BNS^Barinas Airport (Barinas)
BNX^Banja Luka International Airport (Mahovljani)
BOB^Bora Bora Airport (Motu Mute)
BOC^Bocas del Toro Isla Colón International Airport (Isla Colón)
BOD^Bordeaux–Mérignac Airport (Bordeaux)
BOG^El Dorado International Airport (Bogota)
BOH^Bournemouth Airport (Bournemouth)
BOI^Boise Air Terminal/Gowen Field (Boise)
BOJ^Burgas Airport (Burgas)
BOM^Chhatrapati Shivaji Maharaj International Airport (Mumbai)
BON^Flamingo International Airport (Kralendijk)
BOO^Bodø Airport (Bodø)
BOR^Bokeo International Airport (Ton Phueng)
BOS^Boston Logan International Airport (Boston)
BOU^Bourges airport (Bourges)
BOY^Bobo Dioulasso Airport (Bobo Dioulasso)
BPC^Bamenda Airport (Bamenda)
BPE^Qinhuangdao Beidaihe Airport (Qinhuangdao (Changli))
BPG^Barra do Garças Airport (Barra do Garças)
BPH^Bislig Airport (Bislig)
BPI^Miley Memorial Field (Big Piney)
BPL^Bole Alashankou Airport (Bole)
BPM^Begumpet Airport (Hyderabad)
BPN^Sultan Aji Muhammad Sulaiman Sepinggan International Airport (Balikpapan)
BPS^Porto Seguro International Airport (Porto Seguro)
BPT^Jack Brooks Regional Airport (Beaumont/Port Arthur)
BPX^Qamdo Bangda Airport (Bangda)
BPY^Besalampy Airport (Besalampy)
BQA^Dr. Juan C. Angara Airport (Baler)
BQH^London Biggin Hill Airport (London)
BQK^Brunswick Golden Isles Airport (Brunswick)
BQL^Boulia Airport ()
BQN^Rafael Hernández International Airport (Aguadilla)
BQS^Ignatyevo Airport (Blagoveschensk)
BQT^Brest International Airport (Brest)
BQU^J F Mitchell Airport (Bequia)
BRC^Teniente Luis Candelaria International Airport (San Carlos de Bariloche)
BRD^Brainerd Lakes Regional Airport (Brainerd)
BRE^Bremen Airport (Bremen)
BRI^Bari Karol Wojtyła International Airport (Bari)
BRK^Bourke Airport ()
BRL^Southeast Iowa Regional Airport (Burlington)
BRM^Jacinto Lara International Airport (Barquisimeto)
BRN^Bern Airport (Bern)
BRO^Brownsville South Padre Island International Airport (Brownsville)
BRQ^Brno-Tuřany Airport (Brno)
BRR^Barra Airport (Eoligarry)
BRS^Bristol Airport (Bristol)
BRT^Bathurst Island Airport (Wurrumiyanga)
BRU^Brussels Airport (Zaventem)
BRW^Wiley Post Will Rogers Memorial Airport (Utqiaġvik)
BRX^Maria Montez International Airport (Barahona)
BSA^Bender Qassim International Airport (Bosaso)
BSB^Presidente Juscelino Kubitschek International Airport (Brasília)
BSC^José Celestino Mutis Airport (Bahía Solano)
BSD^Baoshan Yunrui Airport (Baoshan (Longyang))
BSG^Bata International Airport (Bata)
BSJ^Bairnsdale Airport (Bairnsdale)
BSK^Biskra - Mohamed Khider Airport (Biskra)
BSL^EuroAirport Basel–Mulhouse–Freiburg (Bâle / Mulhouse)
BSO^Basco Airport (Basco)
BSR^Basra International Airport (Basra)
BSZ^Manas International Airport (Bishkek)
BTC^Batticaloa International Airport (Batticaloa)
BTH^Hang Nadim International Airport (Batam)
BTI^Barter Island Long Range Radar Station Airport (Barter Island)
BTJ^Sultan Iskandar Muda International Airport (Banda Aceh)
BTK^Bratsk Airport (Bratsk)
BTL^Battle Creek Executive Airport at Kellogg Field (Battle Creek)
BTM^Bert Mooney Airport (Butte)
BTR^Baton Rouge Metropolitan Airport (Baton Rouge)
BTS^M. R. Štefánik Airport (Bratislava)
BTU^Bintulu Airport (Bintulu)
BTV^Patrick Leahy Burlington International Airport (Burlington)
BTZ^Betong International Airport (Betong)
BUA^Buka Airport (Buka Island)
BUD^Budapest Liszt Ferenc International Airport (Budapest)
BUF^Buffalo Niagara International Airport (Buffalo)
BUG^Benguela Airport (Benguela)
BUJ^Bou Saada Airport (Ouled Sidi Brahim)
BUN^Gerardo Tobar López Airport (Buenaventura)
BUP^Bhatinda Air Force Station ()
BUQ^Joshua Mqabuko Nkomo International Airport (Bulawayo)
BUR^Hollywood Burbank/Bob Hope Airport (Burbank)
BUS^Alexander Kartveli Batumi International Airport (Batumi)
BUX^Bunia Airport (Bunia)
BUZ^Bushehr Airport (Bushehr)
BVA^Beauvais-Tillé airport (Beauvais)
BVB^Atlas Brasil Cantanhede International Airport (Boa Vista)
BVC^Aristides Pereira International Airport (Rabil)
BVE^Brive Souillac airport (Brive)
BVG^Berlevåg Airport (Berlevåg)
BVH^Brigadeiro Camarão Airport (Vilhena)
BVI^Birdsville Airport ()
BVJ^Bovanenkovo Airport (Bovanenkovo)
BVY^Beverly Regional Airport (Beverly / Danvers)
BWA^Gautam Buddha International Airport (Siddharthanagar (Bhairahawa))
BWE^Braunschweig-Wolfsburg Airport (Braunschweig)
BWF^Barrow Walney Island Airport (Barrow-in-Furness)
BWG^Bowling Green Warren County Regional Airport (Bowling Green)
BWH^RMAF Butterworth Air Base (Butterworth)
BWI^Baltimore/Washington International Thurgood Marshall Airport (Baltimore)
BWK^Brač Airport (Gornji Humac)
BWN^Brunei International Airport (Bandar Seri Begawan)
BWO^Balakovo Airport (Balakovo)
BWQ^Brewarrina Airport ()
BWT^Wynyard Airport (Burnie)
BWU^Sydney Bankstown Airport (Sydney)
BXB^Babo Airport (Babo)
BXE^Bakel Airport (Bakel)
BXH^Balkhash Airport (Balkhash)
BXR^Bam Airport (Bam)
BXU^Bancasi Airport (Butuan)
BXY^Baikonur Krayniy International Airport (Baikonur)
BYC^Yacuiba Airport (Yacuíba)
BYH^Arkansas International Airport (Blytheville)
BYI^Burley Municipal Airport (Burley)
BYJ^Beja Airport / Airbase (Beja)
BYK^Bouaké Airport (Bouaké)
BYM^Carlos Manuel de Cespedes Airport (Bayamo)
BYN^Bayankhongor Airport (Bayankhongor)
BYS^Bicycle Lake Army Air Field (Fort Irwin/Barstow)
BYU^Bayreuth Airport (Bindlach)
BZB^Bazaruto Island Airport (Bazaruto Island)
BZC^Umberto Modiano Airport (Cabo Frio)
BZD^Balranald Airport ()
BZE^Philip S. W. Goldson International Airport (Belize City)
BZG^Ignacy Jan Paderewski Bydgoszcz Airport (Bydgoszcz)
BZI^Balıkesir Airport (Balıkesir)
BZK^Bryansk International Airport (Bryansk)
BZL^Barisal Airport (Barisal)
BZN^Bozeman Yellowstone International Airport (Bozeman)
BZO^Bolzano Airport (Bolzano (BZ))
BZR^Béziers Vias airport (Béziers)
BZU^Buta Zega Airport (Buta)
BZV^Maya-Maya International Airport (Brazzaville)
BZX^Bazhong Enyang Airport (Bazhong)
BZY^Bălți-Leadoveni International Airport (Bălți)
CAB^Cabinda Airport (Cabinda)
CAC^Coronel Adalberto Mendes da Silva Airport (Cascavel)
CAE^Columbia Metropolitan Airport (Columbia)
CAG^Cagliari Elmas Airport (Cagliari)
CAH^Cà Mau Airport (Ca Mau City)
CAI^Cairo International Airport (Cairo)
CAJ^Canaima Airport (Canaima)
CAK^Akron Canton Regional Airport (Akron)
CAL^Campbeltown Airport (Campbeltown)
CAN^Guangzhou Baiyun International Airport (Guangzhou (Huadu))
CAP^Cap Haitien International Airport (Cap Haitien)
CAQ^Juan H White Airport (Caucasia)
CAR^Caribou Municipal Airport (Caribou)
CAT^Cascais Airport (Cascais)
